Identifier,Description,Source,Publisher,Year,Topic
WB_tm_tax_mrch_sm_ar_zs,"Tariff rate, applied, simple mean, all products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_mrch_sm_fn_zs,"Tariff rate, most favored nation, simple mean, all products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_mrch_sr_zs,"Share of tariff lines with specific rates, all products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_mrch_wm_ar_zs,"Tariff rate, applied, weighted mean, all products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_mrch_wm_fn_zs,"Tariff rate, most favored nation, weighted mean, all products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_tcom_bc_zs,"Binding coverage, primary products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_tcom_br_zs,"Bound rate, simple mean, primary products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_tcom_ip_zs,"Share of tariff lines with international peaks, primary products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_tcom_sm_ar_zs,"Tariff rate, applied, simple mean, primary products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_tcom_sm_fn_zs,"Tariff rate, most favored nation, simple mean, primary products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_tcom_sr_zs,"Share of tariff lines with specific rates, primary products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_tcom_wm_ar_zs,"Tariff rate, applied, weighted mean, primary products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_tax_tcom_wm_fn_zs,"Tariff rate, most favored nation, weighted mean, primary products (%)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_food_zs_un,Food imports (% of merchandise imports),World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_insf_zs_wt,Insurance and financial services (% of commercial service imports),World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_manf_zs_un,Manufactures imports (% of merchandise imports),World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_al_zs,Merchandise imports from economies in the Arab World (% of total merchandise im,World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_cd_wt,Merchandise imports (current US$),World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_hi_zs,Merchandise imports from high-income economies (% of total merchandise imports),World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_or_zs,Merchandise imports from low- and middle-income economies outside region (% of,World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_r1_zs,Merchandise imports from low- and middle-income economies in East Asia & Pacifi,World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_r2_zs,Merchandise imports from low- and middle-income economies in Europe & Central A,World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_r3_zs,Merchandise imports from low- and middle-income economies in Latin America & th,World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_r4_zs,Merchandise imports from low- and middle-income economies in Middle East & Nort,World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_r5_zs,Merchandise imports from low- and middle-income economies in South Asia (% of t,World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_r6_zs,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa,World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_rs_zs,"Merchandise imports by the reporting economy, residual (% of total merchandise",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_wl_cd,Merchandise imports by the reporting economy (current US$),World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_wr_zs,Merchandise imports from low- and middle-income economies within region (% of t,World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_mrch_xd_wd,Import value index (2000 = 100),World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_othr_zs_wt,"Computer, communications and other services (% of commercial service imports)",World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_serv_cd_wt,Commercial service imports (current US$),World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_tran_zs_wt,Transport services (% of commercial service imports),World Development Indicators,The World Bank Group,2018,Trade
WB_tm_val_trvl_zs_wt,Travel services (% of commercial service imports),World Development Indicators,The World Bank Group,2018,Trade
WB_tt_pri_mrch_xd_wd,Net barter terms of trade index (2000 = 100),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_qty_mrch_xd_wd,Export volume index (2000 = 100),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_food_zs_un,Food exports (% of merchandise exports),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_insf_zs_wt,Insurance and financial services (% of commercial service exports),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_manf_zs_un,Manufactures exports (% of merchandise exports),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_al_zs,Merchandise exports to economies in the Arab World (% of total merchandise expo,World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_cd_wt,Merchandise exports (current US$),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_hi_zs,Merchandise exports to high-income economies (% of total merchandise exports),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_or_zs,Merchandise exports to low- and middle-income economies outside region (% of to,World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_r1_zs,Merchandise exports to low- and middle-income economies in East Asia & Pacific,World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_r2_zs,Merchandise exports to low- and middle-income economies in Europe & Central Asi,World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_r3_zs,Merchandise exports to low- and middle-income economies in Latin America & the,World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_r4_zs,Merchandise exports to low- and middle-income economies in Middle East & North,World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_r5_zs,Merchandise exports to low- and middle-income economies in South Asia (% of tot,World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_r6_zs,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (,World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_rs_zs,"Merchandise exports by the reporting economy, residual (% of total merchandise",World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_wl_cd,Merchandise exports by the reporting economy (current US$),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_wr_zs,Merchandise exports to low- and middle-income economies within region (% of tot,World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_mrch_xd_wd,Export value index (2000 = 100),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_othr_zs_wt,"Computer, communications and other services (% of commercial service exports)",World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_serv_cd_wt,Commercial service exports (current US$),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_tech_cd,High-technology exports (current US$),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_tech_mf_zs,High-technology exports (% of manufactured exports),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_tran_zs_wt,Transport services (% of commercial service exports),World Development Indicators,The World Bank Group,2018,Trade
WB_tx_val_trvl_zs_wt,Travel services (% of commercial service exports),World Development Indicators,The World Bank Group,2018,Trade
WB_gc_ast_totl_cn,Net acquisition of financial assets (current LCU),World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_ast_totl_gd_zs,Net acquisition of financial assets (% of GDP),World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_dod_totl_cn,"Central government debt, total (current LCU)",World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_lbl_totl_cn,"Net incurrence of liabilities, total (current LCU)",World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_lbl_totl_gd_zs,"Net incurrence of liabilities, total (% of GDP)",World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_nfn_totl_cn,Net investment in nonfinancial assets (current LCU),World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_nfn_totl_gd_zs,Net investment in nonfinancial assets (% of GDP),World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_nld_totl_cn,Net lending (+) / net borrowing (-) (current LCU),World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_nld_totl_gd_zs,Net lending (+) / net borrowing (-) (% of GDP),World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_rev_gotr_cn,Grants and other revenue (current LCU),World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_rev_gotr_zs,Grants and other revenue (% of revenue),World Development Indicators,The World Bank Group,2018,Public Sector Management
WB_gc_rev_socl_cn,Social contributions (current LCU),World Development Indicators,The World Bank Group,2018,Public Sector Management
